dialog_id,title,turn_count,turn,author,text,N-gram labels,Cosine label,All labels,Intersection,Union (without disambiguities)
counsel_chat | 1271,How do I stop obsessively checking if my boyfriend is cheating?,2,2,listener,Good luck!,,Support,['Support'],,Support
counsel_chat | 1274,"I want to have sexual experiences with adults, male or female",2,1,speaker,How do I stop those thoughts?,,,,,
counsel_chat | 1274,"I want to have sexual experiences with adults, male or female",2,2,listener,The thoughts you are having are just thoughts.,['Give Information'],,['Give Information'],,Give Information
counsel_chat | 1274,"I want to have sexual experiences with adults, male or female",2,2,listener,Not actions.,,,,,
counsel_chat | 1274,"I want to have sexual experiences with adults, male or female",2,2,listener,It is your choice whether you act on these thoughts.,,,,,
counsel_chat | 1274,"I want to have sexual experiences with adults, male or female",2,2,listener,If you decide to explore having sex with adults of different genders that is great.,,,,,
counsel_chat | 1274,"I want to have sexual experiences with adults, male or female",2,2,listener,"If you find yourself obsessed with sexual thoughts, you may want to see a cognitive-behavioural therapist.","['Advise with Permission', 'Advise without Permission']",Advise without Permission,"['Advise with Permission', 'Advise without Permission']",Advise without Permission,Advise without Permission
counsel_chat | 1274,"I want to have sexual experiences with adults, male or female",2,2,listener,Take care.,,Support,['Support'],,Support
counsel_chat | 1275,Any suggestions for erection problems?,2,1,speaker,I'm a 40 year old male and having erection problems. Still have the desire for a woman. Awfully frustrated. Any suggestions? My Doc doesn't want to discuss it.,,,,,
counsel_chat | 1275,Any suggestions for erection problems?,2,2,listener,When a doc blows you off it may be a signal that it is time to find a new one!,,,,,
counsel_chat | 1275,Any suggestions for erection problems?,2,2,listener,ED can often be caused by health issues.,,Give Information,['Give Information'],,Give Information
counsel_chat | 1275,Any suggestions for erection problems?,2,2,listener,If all physical possibilities are ruled out then it's time to look within and enlist the help of a sex therapist.,['Advise without Permission'],,['Advise without Permission'],,Advise without Permission
counsel_chat | 1275,Any suggestions for erection problems?,2,2,listener,Here's a good article for you to start with.,,,,,
counsel_chat | 1279,I tell my husband I love him. But I don't believe it or feel it,2,1,speaker,"When having sex I think of other men and want other men all day long. Been married 3 years, together 14. What do you think?",,,,,
counsel_chat | 1279,I tell my husband I love him. But I don't believe it or feel it,2,2,listener,Sustaining passion in marriage is tough stuff.,,,,,
counsel_chat | 1279,I tell my husband I love him. But I don't believe it or feel it,2,2,listener,"It's a relatively modern dilemma you are facing with perhaps unrealistic expectations of what marriage ""should"" be.",,,,,
counsel_chat | 1279,I tell my husband I love him. But I don't believe it or feel it,2,2,listener,"It sounds like your definitions of love and sexual passion have merged together, that's both common and confusing!","['Simple Reflection', 'Complex Reflection', 'Affirm']",,"['Simple Reflection', 'Complex Reflection', 'Affirm']",,
counsel_chat | 1279,I tell my husband I love him. But I don't believe it or feel it,2,2,listener,Intimacy and sexuality within your marriage are bound to ebb and flow.,,,,,
counsel_chat | 1279,I tell my husband I love him. But I don't believe it or feel it,2,2,listener,Resparking your passion will involve growing.,,,,,
counsel_chat | 1279,I tell my husband I love him. But I don't believe it or feel it,2,2,listener,Using your sexual drama and fantasies as windows into discovering your needs (security) and wants (desires).,,,,,
counsel_chat | 1279,I tell my husband I love him. But I don't believe it or feel it,2,2,listener,Marriage is a people growing process; you mature into one another and to achieve fulfillment your continued development will be required.,,Advise without Permission,['Advise without Permission'],,Advise without Permission
counsel_chat | 1283,I just lost my grandpa,2,1,speaker,"I just lost my grandpa and i'm having a rough time with it.    I need some help to deal with the loss, but I don’t think I can pay for counseling. Where Can I get help?",,,,,
counsel_chat | 1283,I just lost my grandpa,2,2,listener,If you connect with your therapist and can say whatever you want to say and not be judged.,,Advise without Permission,['Advise without Permission'],,Advise without Permission
counsel_chat | 1283,I just lost my grandpa,2,2,listener,"If you feel like things, situations, your outlook are shifting for you.",,,,,
counsel_chat | 1291,I just lost my grandpa,2,1,speaker,"I just lost my grandpa and i'm having a rough time with it.    I need some help to deal with the loss, but I don’t think I can pay for counseling. Where Can I get help?",,,,,
counsel_chat | 1291,I just lost my grandpa,2,2,listener,I'm sorry your grandpa died.Good for you to write on this site about wanting help to know how best to live with this new loss.Have you looked online for blogs and forums about adjusting to a recent death?,,,,,
counsel_chat | 1291,I just lost my grandpa,2,2,listener,"That you know you'd like another person to help you adjust, is a good sign of your own mental health stability.It is possible that reading online blogs and discussion forums, writing on these if you feel like doing so, and possibly joining a local free support group, will be all you need to feel better.There is no set timeline in grief.",,,,,
counsel_chat | 1291,I just lost my grandpa,2,2,listener,Let yourself take as much time as you feel is best for you.,,Advise without Permission,['Advise without Permission'],,Advise without Permission
counsel_chat | 1300,How do I stop grieving my mother’s death?,2,1,speaker,What can I do to stop grieving my mother’s death? When I am awake I just cry every day. I don't have anyone to talk to. I need help; I am still cry over her. Will I ever stop crying? It’s been 3 years.,,,,,
counsel_chat | 1300,How do I stop grieving my mother’s death?,2,2,listener,I am sorry that you lost your mother.,,Support,['Support'],,Support
counsel_chat | 1300,How do I stop grieving my mother’s death?,2,2,listener,"That is a really hard thing for someone to go through.There is really no set time for grief to be over, but I agree that if it has been three years and you are still crying every day then this is past the time for normal grief.",,,,,
counsel_chat | 1300,How do I stop grieving my mother’s death?,2,2,listener,"I do not know how old you are and if you are in school or have a job, but I would imagine that if by now you literally were doing nothing but crying every day all day, someone would have noticed and would have gotten you some help.",,,,,
counsel_chat | 1300,How do I stop grieving my mother’s death?,2,2,listener,"For one thing, bills have to be paid.There are typically five stages of grief and they can come in any order.",,,,,
counsel_chat | 1300,How do I stop grieving my mother’s death?,2,2,listener,You can go back to another stage that you previously experienced.,,,,,
counsel_chat | 1300,How do I stop grieving my mother’s death?,2,2,listener,"Denial, anger, bargaining, depression, and acceptance are the stages.",,Give Information,['Give Information'],,Give Information
counsel_chat | 1300,How do I stop grieving my mother’s death?,2,2,listener,"At first, people are usually in denial over the fact that they lose someone or are losing someone.",,,,,
counsel_chat | 1300,How do I stop grieving my mother’s death?,2,2,listener,"This may mean that you deny they are ill or deny that they have actually died.Then comes bargaining, in which you may beg God that if you can only have this person back then you will do whatever.",,,,,
counsel_chat | 1300,How do I stop grieving my mother’s death?,2,2,listener,Depression is when the reality has settled in and when we cry and really feel the loss.,,,,,
counsel_chat | 1300,How do I stop grieving my mother’s death?,2,2,listener,"It sounds like you are stuck in this phase.Finally, acceptance is when we accept that it has happened and we pick up the pieces of our life and move on.When we lose someone we never forget them.","['Simple Reflection', 'Complex Reflection', 'Affirm']",,"['Simple Reflection', 'Complex Reflection', 'Affirm']",,
counsel_chat | 1300,How do I stop grieving my mother’s death?,2,2,listener,"We may always have certain days that are tough, such as holidays or any special remembrance of your loved one.",,,,,
counsel_chat | 1300,How do I stop grieving my mother’s death?,2,2,listener,"But we do get to the place where we accept that death is part of life and that it is inevitable, and that life goes on.A therapist can help you explore the reasons for your extended grief and can help you with coping skills to better deal with it.","['Give Information', 'Advise with Permission']",,"['Give Information', 'Advise with Permission']",,
counsel_chat | 1300,How do I stop grieving my mother’s death?,2,2,listener,"One suggestion I have is not to try to run from the sad feelings, don’t try to not feel them.",,Support,['Support'],,Support
counsel_chat | 1300,How do I stop grieving my mother’s death?,2,2,listener,Embrace the feelings.,,Advise without Permission,['Advise without Permission'],,Advise without Permission
counsel_chat | 1300,How do I stop grieving my mother’s death?,2,2,listener,Let the feelings wash over you and accept them.,,,,,
counsel_chat | 1300,How do I stop grieving my mother’s death?,2,2,listener,Trying not to feel something is not going to help.,,Give Information,['Give Information'],,Give Information
counsel_chat | 1300,How do I stop grieving my mother’s death?,2,2,listener,Sadness is a part of life and needs to be felt just like happiness does.,,,,,
counsel_chat | 1300,How do I stop grieving my mother’s death?,2,2,listener,Unpleasant feelings are not to be avoided.I am sincerely sorry that you lost your mother and that you have had such a hard time of it for three years now.,,,,,
counsel_chat | 1300,How do I stop grieving my mother’s death?,2,2,listener,You deserve to be happy and to live a full life.,,Support,['Support'],,Support
counsel_chat | 1300,How do I stop grieving my mother’s death?,2,2,listener,I am sure your mother would not want you being sad for so long.,,,,,
counsel_chat | 1300,How do I stop grieving my mother’s death?,2,2,listener,I wish you all the best as you continue to try to heal from this loss and deal with your grief.,['Support'],,['Support'],,Support
counsel_chat | 1301,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,1,speaker,"I'm a female in my mid 20s. Lately I tend to over drink and I've become a very angry drunk.    In the past, I have even cheated on my boyfriend while I was under the influence of alcohol.    But now, even if I don't do anything wrong and don't embarrass myself, I still feel really guilty after a night of drinking. I don't understand why I'm feeling this way. Does this mean I have a problem?",,,,,
counsel_chat | 1301,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,"Hello, I commend you for your courage in taking a look at the role alcohol has in your life.",,,,,
counsel_chat | 1301,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,It sounds like you're concerned about what happens when you drink too much and I suspect you already know the answer to your question about whether you have a problem or not.,"['Simple Reflection', 'Complex Reflection', 'Affirm']",,"['Simple Reflection', 'Complex Reflection', 'Affirm']",,
counsel_chat | 1301,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,"I imagine you would like to stop feeling guilty and would like to avoid cheating on your boyfriend or other negative consequences and maybe have a fear of being or becoming an ""addict"" or ""alcoholic.""","['Give Information', 'Advise with Permission', 'Advise without Permission']",Affirm,"['Give Information', 'Advise with Permission', 'Advise without Permission', 'Affirm']",,
counsel_chat | 1301,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,"You might have a ""problem"" but that does not necessarily mean that you are an addict.",,,,,
counsel_chat | 1301,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,"I don't have information to know if ""addiction"" or ""dependence"" or other words would best describe where you are with drinking, but it sounds like it's begun to have some negatives, so forgive me using words like addict, dependence and so on.",,,,,
counsel_chat | 1301,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,I mean it more as a road map than a diagnosis.,,,,,
counsel_chat | 1301,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,The feedback I'm writing here is very general and doesn't address physical dependence and many other factors that might apply to your situation.,,,,,
counsel_chat | 1301,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,One of the ways to think about substance (mis)use is to think of addiction as a disease of avoidance.,,,,,
counsel_chat | 1301,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,Let me repeat that: it is a disease of avoidance.,,,,,
counsel_chat | 1301,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,"Your ultimate task in living a balanced life is to figure out what you're avoiding and develop other ways to manage those feelings, experiences, and so on.",,,,,
counsel_chat | 1301,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,"And of course, along the way, you may want to look at triggers, situations, biological vulnerability, social pressures, coping skills, relapse prevention planning and so on.","['Advise with Permission', 'Advise without Permission']",,"['Advise with Permission', 'Advise without Permission']",,
counsel_chat | 1301,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,"Depending on where you are in your drinking, you might very well benefit from expertise and support.",,,,,
counsel_chat | 1301,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,Remember also that alcohol depresses our central nervous system and disinhibits us.,,,,,
counsel_chat | 1301,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,"That means that alcohol is often a substance of choice to relax, destress, calm down, etc.",,,,,
counsel_chat | 1301,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,"Also, it allows feelings, thoughts, and behaviors that we usually inhibit to be expressed.",,,,,
counsel_chat | 1301,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,"If you were unfaithful and often angry, that's your first signpost.",,,,,
counsel_chat | 1301,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,"For angry drinkers, it is often true that you don't drink and then get angry, you drink in order to express anger.",,,,,
counsel_chat | 1301,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,"I recommend you find someone you can speak frankly with, who is knowledgeable about addiction.",,,,,
counsel_chat | 1301,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,Wishing you the best health and wellness.,,,,,
counsel_chat | 1302,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,1,speaker,"I'm a female in my mid 20s. Lately I tend to over drink and I've become a very angry drunk.    In the past, I have even cheated on my boyfriend while I was under the influence of alcohol.    But now, even if I don't do anything wrong and don't embarrass myself, I still feel really guilty after a night of drinking. I don't understand why I'm feeling this way. Does this mean I have a problem?",,,,,
counsel_chat | 1302,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,"The short answer is yes - if you feel 'really guilty after a night of drinking', then you probably have a problem.",,Support,['Support'],,Support
counsel_chat | 1302,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,"What you could do is visit this website by the National Institutes of Health: http://rethinkingdrinking.niaaa.nih.gov/How-much-is-too-much/  There you will find information on how many drinks is too much, and the general answer for women is more than seven drinks in a week.",,,,,
counsel_chat | 1302,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,There is also a quiz you can take anonymously that will help you determine if your drinking is a problem.,,,,,
counsel_chat | 1302,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,"The good news is that you can get help for substance abuse through counseling, self-help programs, or alcoholics anonymous.",['Affirm'],Advise without Permission,"['Affirm', 'Advise without Permission']",,
counsel_chat | 1303,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,1,speaker,"I'm a female in my mid 20s. Lately I tend to over drink and I've become a very angry drunk.    In the past, I have even cheated on my boyfriend while I was under the influence of alcohol.    But now, even if I don't do anything wrong and don't embarrass myself, I still feel really guilty after a night of drinking. I don't understand why I'm feeling this way. Does this mean I have a problem?",,,,,
counsel_chat | 1303,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,"Guilt is a narcissistic, self-indulgent focus on me, me, me; it's best not to keep it in negative light;What does that mean?",,,,,
counsel_chat | 1303,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,"Well, it stems from mankind having an animal nature, and a spiritual nature;In most societies today, the animal nature is looked down upon, seen as egregious and something to be put away;If I may say to you, it is necessary and important (if you wish to end an experience called ""guilt"") to NOT regard your animal nature as negative, but to accept that you have it, and acknowledge it;The more openly a man or woman acknowledges they're animal-side, the quicker one may subdue it;Try giving your animal nature a name, and talk to it like a cute pet... ""Oh, hey, there, Snorky!",,,,,
counsel_chat | 1303,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,"Oh, what's that?",,Open Question,['Open Question'],,Open Question
counsel_chat | 1303,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,"You want to be a wealthy, famous Hollywood idol?",,,,,
counsel_chat | 1303,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,"Oh, really!",,,,,
counsel_chat | 1303,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,"Agaiiiiiiin, Snorky!",,,,,
counsel_chat | 1303,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,"Geez, you're impossible!",,,,,
counsel_chat | 1303,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,"Ain't you just the cutest thing!""",,,,,
counsel_chat | 1304,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,1,speaker,"I'm a female in my mid 20s. Lately I tend to over drink and I've become a very angry drunk.    In the past, I have even cheated on my boyfriend while I was under the influence of alcohol.    But now, even if I don't do anything wrong and don't embarrass myself, I still feel really guilty after a night of drinking. I don't understand why I'm feeling this way. Does this mean I have a problem?",,,,,
counsel_chat | 1304,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,I offer that getting a professional assessment is in order to look at your relationship with alcohol.,,,,,
counsel_chat | 1305,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,1,speaker,"I'm a female in my mid 20s. Lately I tend to over drink and I've become a very angry drunk.    In the past, I have even cheated on my boyfriend while I was under the influence of alcohol.    But now, even if I don't do anything wrong and don't embarrass myself, I still feel really guilty after a night of drinking. I don't understand why I'm feeling this way. Does this mean I have a problem?",,,,,
counsel_chat | 1305,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,Speaking with a licensed therapist will help you figure out if indeed you have a problem or not.,,Advise without Permission,['Advise without Permission'],,Advise without Permission
counsel_chat | 1305,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,I would say the first question you should ask yourself is why you are drinking?,,,,,
counsel_chat | 1305,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,The second would be why you feel the need to drink in excess?,,,,,
counsel_chat | 1305,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,It may be due to a life event or the crowd you are running with.,,,,,
counsel_chat | 1305,I over endulge when I drink alcohol and feel extremely guilty about it the next day,2,2,listener,Either way a therapist will be able to help you through this as you already made the first step in admitting you are having a difficult time.,"['Give Information', 'Advise without Permission']",Advise without Permission,"['Give Information', 'Advise without Permission']",Advise without Permission,Advise without Permission
counsel_chat | 1309,I'm addicted to smoking. How can I stop?,2,1,speaker,"I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental.
   I cannot help myself from thinking about smoking. What can I do to get rid of this addiction?",,,,,
counsel_chat | 1309,I'm addicted to smoking. How can I stop?,2,2,listener,Hi.,,,,,
counsel_chat | 1309,I'm addicted to smoking. How can I stop?,2,2,listener,Good for you in planning ahead to do what's healthiest for your baby (and yourself).,,,,,
counsel_chat | 1309,I'm addicted to smoking. How can I stop?,2,2,listener,That's a great first step!,,Affirm,['Affirm'],,Affirm
counsel_chat | 1309,I'm addicted to smoking. How can I stop?,2,2,listener,"It's also good that you are able to identify that it's not always a physical need that's driving the addiction.For the next steps, I would suggest trying to figure out when the psychological cravings for a cigarette occur.","['Support', 'Advise without Permission']",,"['Support', 'Advise without Permission']",,
counsel_chat | 1309,I'm addicted to smoking. How can I stop?,2,2,listener,"The psychological (or mental) cravings are usually based out of habit, such as having a cigarette after a meal.",,,,,
counsel_chat | 1309,I'm addicted to smoking. How can I stop?,2,2,listener,"And if you're consciously trying to quit, you'll find the craving starts with simply thinking about having a cigarette, then usually moves on to thinking about how good it made you feel, etc., etc.",,,,,
counsel_chat | 1309,I'm addicted to smoking. How can I stop?,2,2,listener,"Well, if I'm on a diet and I continue to let myself think about the ice cream sitting in the freezer, eventually I'll give in and eat it.You're going to have thoughts about smoking a cigarette.",,,,,
counsel_chat | 1309,I'm addicted to smoking. How can I stop?,2,2,listener,"That's normal and, for the most part, out of your control.",,,,,
counsel_chat | 1309,I'm addicted to smoking. How can I stop?,2,2,listener,But you choose whether or not to CONTINUE thinking and dwelling about it after that initial thought.,,,,,
counsel_chat | 1309,I'm addicted to smoking. How can I stop?,2,2,listener,That's what you would have to work on changing.,,Give Information,['Give Information'],,Give Information
counsel_chat | 1309,I'm addicted to smoking. How can I stop?,2,2,listener,"When you have that initial thought, acknowledge it (""Ok, I kind of want a cigarette now.",,,,,
counsel_chat | 1309,I'm addicted to smoking. How can I stop?,2,2,listener,"""), but then change the thoughts that typically follow.",,,,,
counsel_chat | 1309,I'm addicted to smoking. How can I stop?,2,2,listener,"Distract yourself, think about something else, do something else, whatever it takes to get your mind off of that cigarette.I've suggested to clients before that they should plan these scenarios out ahead of time so they already know what they're going to do when the time comes.",,,,,
counsel_chat | 1309,I'm addicted to smoking. How can I stop?,2,2,listener,Write down when you usually have the craving for a cigarette and then write down new thoughts or things to do to get your mind off of it.,,,,,
counsel_chat | 1309,I'm addicted to smoking. How can I stop?,2,2,listener,"Eventually, it will become easier and easier to brush off that initial thought until you no longer have it.Best of luck, and you have a really great motivator to quit - your baby!",,,,,
counsel_chat | 1310,I'm addicted to smoking. How can I stop?,2,1,speaker,"I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental.
   I cannot help myself from thinking about smoking. What can I do to get rid of this addiction?",,,,,
counsel_chat | 1310,I'm addicted to smoking. How can I stop?,2,2,listener,"First off, I would like to congratulate you on making the decision to stop smoking.",,,,,
counsel_chat | 1310,I'm addicted to smoking. How can I stop?,2,2,listener,The next thing I want to share is that there are so many different ways to kick the habit.,,,,,
counsel_chat | 1310,I'm addicted to smoking. How can I stop?,2,2,listener,"Some people find solace in groups, while others prefer to see a counselor about this individually.",,Advise without Permission,['Advise without Permission'],,Advise without Permission
counsel_chat | 1310,I'm addicted to smoking. How can I stop?,2,2,listener,"Remember, that the crux of addiction is feeling one way and using a substance or thing to feel a different way.",,,,,
counsel_chat | 1310,I'm addicted to smoking. How can I stop?,2,2,listener,My suggestion is to find an addiction counselor and create an individualized plan together to help you stop smoking .,,,,,
counsel_chat | 1310,I'm addicted to smoking. How can I stop?,2,2,listener,Your chances of stopping smoking are much higher when you have professional support and a plan to work on outside of your sessions.,,,,,
counsel_chat | 1312,I'm addicted to smoking. How can I stop?,2,1,speaker,"I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental.
   I cannot help myself from thinking about smoking. What can I do to get rid of this addiction?",,,,,
counsel_chat | 1312,I'm addicted to smoking. How can I stop?,2,2,listener,It's very admirable that you are trying to stop smoking for the sake of your health and your child's health.,['Give Information'],Advise without Permission,"['Give Information', 'Advise without Permission']",,
counsel_chat | 1312,I'm addicted to smoking. How can I stop?,2,2,listener,The mental aspect of quitting a drug can and usually is the hardest part.,,,,,
counsel_chat | 1312,I'm addicted to smoking. How can I stop?,2,2,listener,"First, it can be helpful to change the focus of your thinking so you are focusing on the healthy behaviors you will start/improve rather than only focusing on the behavior that you are trying to stop.",['Give Information'],,['Give Information'],,Give Information
counsel_chat | 1312,I'm addicted to smoking. How can I stop?,2,2,listener,The reason for this is that our brains hear the main topic of our thoughts.,,,,,
counsel_chat | 1312,I'm addicted to smoking. How can I stop?,2,2,listener,"That is, when you tell yourself ""quit smoking, quit smoking, quit smoking"", your brain hears ""smoking, smoking, smoking"".",,,,,
counsel_chat | 1312,I'm addicted to smoking. How can I stop?,2,2,listener,"So we need to put together a self-care plan that addresses your thinking, emotions, and behaviors (nutrition, physical activity, and other stress reducing activities).",,,,,
counsel_chat | 1312,I'm addicted to smoking. How can I stop?,2,2,listener,The idea is to have an effective plan in place to both prevent yourself from feeling intense stress (which increases cravings) and to have a well-placed plan for when the intense cravings inevitably present themselves.,,,,,
counsel_chat | 1312,I'm addicted to smoking. How can I stop?,2,2,listener,"And lastly, and possibly the most important; You have to believe you deserve to be the healthiest version of yourself.",,,,,
counsel_chat | 1312,I'm addicted to smoking. How can I stop?,2,2,listener,"Think about the times when you are most vulnerable to smoke (stressful situations, after meals, when drinking, social situations, etc.).",,,,,
counsel_chat | 1312,I'm addicted to smoking. How can I stop?,2,2,listener,The use of affirmations is also an important resource as what we say to ourselves effects our mood.,,,,,
counsel_chat | 1312,I'm addicted to smoking. How can I stop?,2,2,listener,"Repeatedly telling yourself ""i am healthy, ""i am getting healthier, ""my lungs are becoming clear and healthy"" or other affirmations like this.",,,,,
counsel_chat | 1312,I'm addicted to smoking. How can I stop?,2,2,listener,"Even if you don't believe them at first, continue saying them.",,,,,
counsel_chat | 1312,I'm addicted to smoking. How can I stop?,2,2,listener,This step is important to improve cognitive flexibility which trains your brain to be open to change.,,,,,
counsel_chat | 1312,I'm addicted to smoking. How can I stop?,2,2,listener,Think about activities that you like to do or that you would like to try and replace smoking with those activities.,"['Give Information', 'Advise with Permission', 'Advise without Permission']",,"['Give Information', 'Advise with Permission', 'Advise without Permission']",,
counsel_chat | 1312,I'm addicted to smoking. How can I stop?,2,2,listener,"Any activity that can make you laugh (time with friends, watching comedies, etc.)",,,,,
counsel_chat | 1312,I'm addicted to smoking. How can I stop?,2,2,listener,"will evoke a calming response because when we feel happy, we typically don't feel stressed out simultaneously.",,Advise without Permission,['Advise without Permission'],,Advise without Permission
counsel_chat | 1314,I'm addicted to smoking. How can I stop?,2,1,speaker,"I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental.
   I cannot help myself from thinking about smoking. What can I do to get rid of this addiction?",,,,,
counsel_chat | 1314,I'm addicted to smoking. How can I stop?,2,2,listener,Hopefully you feel you have the time to follow this procedure.1.,,,,,
counsel_chat | 1314,I'm addicted to smoking. How can I stop?,2,2,listener,"For a week - log when you smoke - time, place and activity2.",,,,,
counsel_chat | 1314,I'm addicted to smoking. How can I stop?,2,2,listener,Plan on cutting back 10% for a week.Cut out the easiest times.3.Next change the times and and activities for 3 days - consider water or candy or gum if it is very tough.,,,,,
counsel_chat | 1314,I'm addicted to smoking. How can I stop?,2,2,listener,4,,,,,
counsel_chat | 1314,I'm addicted to smoking. How can I stop?,2,2,listener,Cut another 10% each week until you are done.,,,,,
counsel_chat | 1315,I'm addicted to smoking. How can I stop?,2,1,speaker,"I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental.
   I cannot help myself from thinking about smoking. What can I do to get rid of this addiction?",,,,,
counsel_chat | 1315,I'm addicted to smoking. How can I stop?,2,2,listener,It is very good news that you realize the risks of smoking cigarettes while pregnant and are willing to stop.Thinking about smoking is a typical and frequent reaction to being without the substance.Be creative with what you know about yourself to distract you when this psychological urge comes up.,,,,,
counsel_chat | 1315,I'm addicted to smoking. How can I stop?,2,2,listener,"My suggestions are to imagine smoking if you find this would relieve the sense of wanting to smoke.Or, do the opposite and remind yourself of all the good reasons to not smoke.Also, since you're planning pregnancy then ask your partner for ideas on how to make the psychological feeling to want to smoke, feel less intense.Another suggestion is that your partner is your texting buddy to stop smoking.",,,,,
counsel_chat | 1315,I'm addicted to smoking. How can I stop?,2,2,listener,"With AA groups, a sponsor is always available for the alcoholic who feels distress about the urge to drink.",,,,,
counsel_chat | 1315,I'm addicted to smoking. How can I stop?,2,2,listener,Having a trusted and caring person to tell about your problem helps in many situations.,,Give Information,['Give Information'],,Give Information
counsel_chat | 1315,I'm addicted to smoking. How can I stop?,2,2,listener,Maybe it will help you to stop smoking.Good luck!,,Give Information,['Give Information'],,Give Information
counsel_chat | 1316,I'm addicted to smoking. How can I stop?,2,1,speaker,"I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental.
   I cannot help myself from thinking about smoking. What can I do to get rid of this addiction?",,,,,
counsel_chat | 1316,I'm addicted to smoking. How can I stop?,2,2,listener,Quitting smoking can be difficult.,,,,,
counsel_chat | 1316,I'm addicted to smoking. How can I stop?,2,2,listener,It's also true that there is part that is sometimes a physical need and a part that is often connected to emotions in some way.,,Advise without Permission,['Advise without Permission'],,Advise without Permission
counsel_chat | 1316,I'm addicted to smoking. How can I stop?,2,2,listener,"From the way that you wrote this, it sounds like you may have been able to stop smoking physically, but still have cravings.One thing you can do is talk with your primary care physician or OB/GYN about whether there is anything that you can take to help with the cravings.","['Complex Reflection', 'Advise without Permission']",,"['Complex Reflection', 'Advise without Permission']",,
counsel_chat | 1316,I'm addicted to smoking. How can I stop?,2,2,listener,"Sometimes that can very helpful.As far as the more emotional or mental piece, these things come to mind:Sometimes a crucial part is looking at the habit of smoking and seeing what else you can do to keep your mind and hands busy.","['Give Information', 'Advise without Permission']",,"['Give Information', 'Advise without Permission']",,
counsel_chat | 1316,I'm addicted to smoking. How can I stop?,2,2,listener,"There are sometimes toys, like those available at Office Playground, that may help to keep you physically occupied.There can also be changes or additions to your routine because I imagine that smoking took up a great deal of your time.",,,,,
counsel_chat | 1316,I'm addicted to smoking. How can I stop?,2,2,listener,"Maybe when you have the temptation to get up and go to have a cigarette, you could have several other things that you can get up and do instead.",,,,,
